;YERR;PCR;GCR;ITR;XTR;MTR;YED;PCD;GCD;ITD;XTD;MTD;YFD;YIN;WIN;GON;TIN;YFN;HICP;HEX;HEG;HICPSA;HEXSA;HEGWEI;CAN_YEN;NFN_YEN;LFN;LNN;UNN;URX;LEN;STN;LTN;COMPR;POILU;PCOMU;YWD;YWDX;YWR;YWRX;LPROD;ULC;WRN;SAX;EEN;EXR
1992Q2;1368931.233084500;785791.528775158;271168.059592789;312660.186444635;330859.781355666;330333.319661985;0.905384196;0.897362337;0.911532200;0.934244400;0.942545225;0.949066051;0.814696135;1239408.703278030;640434.485116955;474828.500158280;124145.718002790;1115262.985275230;89.489615780;89.417293699;90.936592924;NA;NA;NA;-0.010752879;-0.009415279;145816.589162903;133505.270571613;12311.318591290;0.084430164;110965.182091088;10.979088304;9.676070000;35.241227527;20.123300000;81.673048437;0.948190575;1.056908966;93.007170995;29422.728173126;10.253761722;0.467835396;4.797072673;0.180004944;1.385545976;0.786274587
1992Q3;1365097.832332910;784366.096307484;273528.123275877;306643.963552114;330757.432473123;328179.821736412;0.913039277;0.904074295;0.919677147;0.940032822;0.941665062;0.945427247;0.821435628;1246387.937648060;651028.869237007;470311.125700919;125047.942710131;1121339.994937930;89.920553190;89.923181361;90.708599000;NA;NA;NA;-0.015038586;-0.015995410;145647.234264283;132863.985434965;12783.248829318;0.087768566;110358.092924120;11.928408990;10.052100000;35.402247241;20.140000000;82.506445523;0.950041846;1.036995283;93.417612672;29403.665572154;10.274400756;0.476910045;4.899964931;0.183565769;1.332505949;0.721535417
1992Q4;1362368.202267830;790832.805288227;275055.145961336;304047.481104174;330134.158973304;327414.011867904;0.921218361;0.913470344;0.929625174;0.945193456;0.944478204;0.955021524;0.827143314;1255038.602171420;650623.606811364;476250.143498899;128164.851861160;1126873.750310260;90.521341734;90.518774539;91.193541786;NA;NA;NA;-0.010972667;-0.010269174;145465.979707215;132220.555531974;13245.424175241;0.091055133;109870.873224477;11.451664051;10.012860000;33.599524279;19.186700000;77.863226048;0.953443966;1.053884500;93.760848566;29437.243083281;10.303754940;0.477568110;4.920744768;0.178429905;1.347270156;0.788563730
1993Q1;1353085.656038800;777659.404195119;275408.221860440;295468.151981030;329474.204267782;314756.615640145;0.932722932;0.927075588;0.934517005;0.953726100;0.950600151;0.958403464;0.842248296;1262054.019677210;650217.237248832;489416.851018431;122419.931409945;1139634.088267260;91.620047209;91.679836342;92.028280139;NA;NA;NA;-0.002896664;-0.012036049;145769.069705883;131586.777077528;14182.292628355;0.097292880;109583.732959080;10.706122967;9.417175000;32.092096435;18.193300000;75.184445320;0.961234176;1.074346862;94.312911294;29227.649653197;10.282839097;0.480544032;4.941356964;0.179054265;1.381606338;0.839999215
1993Q2;1354089.332711510;777525.567043986;276874.995364616;290826.103960689;328632.952901136;313615.543314962;0.941202267;0.935028217;0.947071224;0.961295607;0.957626650;0.960044598;0.849480787;1274471.950206100;653397.699323924;496875.172564149;124199.078318030;1150272.871888070;92.454077380;92.532600757;92.665866544;NA;NA;NA;0.001368635;-0.009320314;145879.029886234;130996.966333119;14882.063553115;0.102016469;109096.005618639;9.091223936;8.992600000;32.104225331;18.243300000;74.946332840;0.966001197;1.086171807;94.454242819;29225.308218712;10.336799169;0.482536627;4.987884205;0.179305166;1.349725157;0.828606611
1993Q3;1359703.543848110;780034.774275860;277172.928636291;291226.001714308;333173.787092540;316131.885906990;0.947532124;0.942982948;0.949924439;0.965518961;0.966830065;0.970081973;0.854104514;1288362.787153170;653138.105918182;508190.828282530;127033.852952455;1161328.934200710;93.052693083;93.113569579;93.384236892;NA;NA;NA;0.001964462;-0.010026408;146072.522880875;130661.310400392;15411.212480482;0.105503843;108749.214233902;8.120099873;7.977857000;30.677022418;16.486700000;77.863228319;0.972878829;1.111006724;94.736612738;29314.020049195;10.406321042;0.480353316;4.998710819;0.174324734;1.366671990;0.869361641
1993Q4;1363264.038428910;784427.759662785;277854.189806739;288408.156737260;342347.277327203;318916.436948924;0.955182410;0.951737471;0.954540217;0.968994874;0.968582896;0.969672293;0.860596338;1302165.829928580;655347.427774089;517872.611458215;128945.790696277;1173220.039232300;93.519852352;93.628197759;93.505259145;NA;NA;NA;0.012762833;-0.004398794;146410.417238432;130498.308158301;15912.109080131;0.108681536;108568.688851329;7.412128577;7.309124000;28.947339374;15.066700000;77.089356514;0.975996795;1.113439622;95.630252190;29395.709631218;10.446603160;0.480719369;5.021884475;0.168906415;1.332324550;0.877188912
1994Q1;1375896.260826890;785021.236579559;279893.366207622;291353.657484105;351325.903608135;326926.771790187;0.960547650;0.960331676;0.960090605;0.974761466;0.968786090;0.978903102;0.862436660;1321613.920606710;658018.113701250;528605.262106449;134990.544799009;1186623.375807700;94.418657119;94.402017663;95.300416784;NA;NA;NA;0.004923817;-0.010458903;146585.461783098;130389.997457964;16195.464325134;0.110484792;108477.698563500;6.840000000;6.973333000;28.368580393;13.950000000;82.268333043;0.979550186;1.114459369;96.543052333;29665.046735934;10.552161114;0.478246894;5.046538282;0.168325483;1.287002465;0.888731456
1994Q2;1384465.718777270;787282.696210231;279619.803734872;296077.835232603;359776.583950291;336378.924785212;0.966987430;0.967349456;0.961439578;0.978282771;0.972535010;0.979234808;0.869009744;1338760.947944860;663006.741677974;540107.457890756;135646.748376133;1203114.199568730;95.086835600;95.135761261;95.832093198;NA;NA;NA;0.004403206;-0.010910485;146676.354098373;130357.825962815;16318.528135558;0.111255343;108544.682847514;6.370000000;7.860000000;31.681769072;16.050000000;87.864006980;0.980774629;1.108908605;97.400299501;29906.474573759;10.620503284;0.478889966;5.086052462;0.160218813;1.215530703;0.859513915
1994Q3;1393789.113047060;793004.847267184;279829.896126106;299253.081116272;365584.009083108;346702.903544070;0.973883237;0.974567652;0.966842334;0.982570616;0.975778446;0.979398041;0.875090651;1357387.853461320;668801.747775093;550890.075120665;137696.030565567;1219691.822895760;95.617723364;95.701731454;96.016524406;NA;NA;NA;0.003860128;-0.008788322;146752.676851041;130596.967410093;16155.709440947;0.110088005;108805.187568725;6.383334000;8.730000000;33.980976709;16.766700000;98.043375110;0.982853461;1.098712846;98.153572861;30180.814473918;10.672446234;0.479844290;5.121112389;0.160997052;1.157564598;0.815105993
1994Q4;1404847.828077500;796618.797539510;281688.916161034;306646.166602762;376447.983976494;358262.234920736;0.981948691;0.981474183;0.975431625;0.987645087;0.984837625;0.988554730;0.883431148;1379488.485757600;676588.734692000;564497.595477021;138402.155588580;1241086.330169020;96.019697610;96.159940132;95.629248087;NA;NA;NA;0.007116584;-0.004901140;147007.377940549;130822.167876140;16185.210064409;0.110097944;109041.274325334;6.506667000;9.139999000;34.465011719;16.536700000;103.698578870;0.989260192;1.107073657;98.884126749;30448.310144910;10.738606850;0.481609980;5.171820233;0.163193327;1.142789803;0.806317455
1995Q1;1412478.823078580;800141.225967822;277965.840886381;302423.282013957;389097.889927244;363307.001744638;0.988117596;0.989198280;0.987651379;0.993552373;0.995206104;1.001361149;0.889656861;1395695.178968340;680759.903114562;575861.573231246;139073.702622530;1256621.476345810;96.851892953;97.018427223;96.373674635;NA;NA;NA;0.009057891;-0.007730215;146784.952303708;130828.602175170;15956.350128538;0.108705626;109119.900026510;6.943333000;9.320000000;35.311079394;16.903300000;106.615472078;0.993652310;1.108473371;99.143295752;30452.623195753;10.796406899;0.481961140;5.203448572;0.164301792;1.106247500;0.785363140
1995Q2;1420314.042019920;809096.897563023;280361.556631527;305589.875162878;395385.178614055;370771.667346860;0.997782528;0.995778195;0.995885597;0.999333542;0.996327555;1.001229232;0.897136090;1417164.534920430;689789.664846045;584425.321730706;142949.548343679;1274214.986576750;97.650893034;97.728658030;97.390049564;NA;NA;NA;0.010853875;-0.005168059;146876.603307348;131039.191126450;15837.412180898;0.107828012;109266.729167340;7.136667000;8.930000000;36.719756646;18.136700000;105.782074992;0.997294681;1.097004675;99.559372441;30673.772294582;10.838849277;0.485659963;5.263995137;0.162153448;1.081583642;0.751309529
1995Q3;1426179.602479430;808323.986206368;282157.443975577;304867.651781369;389391.530273092;370338.155420795;1.003972926;1.004480844;1.003022354;1.003066070;1.001878334;0.999499389;0.902563890;1431845.708309510;695555.078858618;591663.131216638;144627.498234249;1287218.210075260;98.052729333;98.200646857;97.007340486;NA;NA;NA;0.009423547;-0.004523610;147257.478686726;131195.271676970;16062.207009756;0.109075662;109394.850371690;6.693333000;8.513333000;34.387104265;16.196700000;106.377359598;1.001754780;1.102465848;100.398548088;30871.819463643;10.870663129;0.487705109;5.301677949;0.162437452;1.071248100;0.761949849
1995Q4;1431057.877338950;809844.272161151;283809.060452270;308229.839756423;397313.642864867;377864.164954504;1.009969580;1.010417777;1.013154040;1.003954289;1.006508505;0.997975770;0.908167392;1445324.922718610;702817.888739128;596822.211689100;145684.822290379;1299640.100428230;98.449893116;98.551267129;97.295940774;NA;NA;NA;0.009058526;-0.006716667;147622.470390838;131424.307125490;16198.163265348;0.109726949;109618.744476460;6.506667000;8.153333000;35.336280788;16.986700000;106.020187472;1.007298229;1.100710663;100.898783719;30968.544846015;10.888837146;0.491117725;5.347700925;0.161059873;1.054995029;0.759097786
1996Q1;1432267.171585960;815774.642001411;284095.080398949;301311.700080601;403878.017890675;379503.336043271;1.013503666;1.014226739;1.015275851;1.009277042;1.007098320;1.006500473;0.909449625;1451608.028578450;705100.039538316;597474.802908238;149033.186131899;1302574.842446550;99.272255773;99.363143785;98.487985445;99.357305102;99.419485984;90.580000000;0.009879338;-0.007187657;147607.694867479;131456.582812910;16151.112054569;0.109419174;109546.990867910;5.630000000;7.643333000;36.750408491;18.633300000;101.793667675;1.012329325;1.101532348;101.625582422;31043.321601074;10.895362871;0.492296447;5.363748429;0.165250151;1.054801082;0.776800796
1996Q2;1442138.761089780;818712.262149028;285957.454209339;312305.916773413;406139.811957047;380531.178432959;1.017311319;1.018802256;1.021733437;1.009537082;1.003497388;1.004096447;0.914544618;1467104.084798210;710301.261434424;608598.981349870;148203.842013920;1318900.242784290;100.057238310;100.082576383;99.767864985;99.872738322;99.880062787;90.580000000;0.012004935;-0.005355957;148095.108275415;131763.039521760;16332.068753655;0.110280947;109834.022472010;5.136667000;7.536667000;37.534104887;19.476700000;100.413497883;1.019802895;1.106372511;103.032967761;31334.364568821;10.944941513;0.492533230;5.390747390;0.161016649;1.060792357;0.797128857
1996Q3;1451620.518971900;823505.535729155;288159.872467553;314740.853447213;412267.953861613;384476.689732127;1.020949518;1.023087882;1.023957631;1.012466938;1.000984928;0.999512149;0.915970309;1482031.269815880;717908.664997117;611732.630542038;152389.974276725;1329641.295539160;100.155361127;100.191169983;99.774138905;100.158439029;100.186105648;90.580000000;0.016269428;-0.002883262;148483.009709738;132110.213274400;16372.796435338;0.110267137;110138.934074360;5.000000000;7.276667000;38.170040956;20.543300000;96.672122155;1.022733048;1.097347688;103.691417576;31504.562869787;10.987950765;0.494556708;5.434164757;0.158874054;1.040018351;0.784802873
1996Q4;1457784.719006080;824769.776975143;288713.644596588;315445.033417587;425550.330644892;396736.710359814;1.023901799;1.026487089;1.030204580;1.011311739;1.004829060;1.007299085;0.919204704;1492628.396011160;722278.667025125;617723.903397078;152625.825588959;1340002.570422200;100.515144790;100.363109849;101.970010666;100.611517547;100.514345581;90.580000000;0.011642263;-0.007098378;148594.578194798;132268.858229270;16325.719965528;0.109867535;110328.637511310;4.586667000;6.473333000;40.537640051;23.160000000;93.872486723;1.023815657;1.100960403;104.810470068;31728.912568297;11.021375239;0.495463190;5.460685733;0.154673066;1.046966988;0.792438036
1997Q1;1461462.408657270;827187.933128894;288993.780053484;311970.159089160;435416.834480236;405332.491361045;1.027944350;1.032473187;1.035391648;1.019356991;1.011870020;1.017305553;0.921074047;1502302.025989450;728197.063513475;617918.032307301;156186.930168671;1346115.095820780;101.206677024;100.987523048;102.892276805;101.125836624;100.990137937;92.650000000;0.015266102;-0.003530549;148922.890899885;132569.436773630;16353.454126255;0.109811554;110700.427675390;4.440000000;6.203333000;40.083382671;21.170000000;104.431045328;1.027284089;1.118350398;105.630967262;31833.099444615;11.024127764;0.498266024;5.492948309;0.151163589;1.082599031;0.848198507
1997Q2;1480240.820850320;834696.486072197;290915.340634261;318561.928714503;452480.853924420;417452.212647115;1.032135146;1.034174435;1.037146530;1.020617835;1.015916954;1.019777126;0.924099756;1527808.575888380;733741.731861624;634148.449311129;159918.394715628;1367890.181172750;101.543098111;101.462620047;101.926093230;101.250909640;101.225316567;92.650000000;0.008985948;-0.013251625;149391.119393336;132924.139481080;16466.979912257;0.110227301;110996.604129660;4.326667000;6.220000000;36.807328858;18.053300000;107.152141467;1.031364317;1.129107257;106.565189818;32172.272025106;11.135981972;0.495690783;5.520003626;0.149706013;1.106078903;0.874508631
1997Q3;1491258.441007840;836731.533471467;291125.591767683;319993.534500633;468474.280565129;429334.537791057;1.035970138;1.042651800;1.040385574;1.024118106;1.021283218;1.031382069;0.926599138;1544899.213189660;739964.171570112;641834.615034017;163100.426585533;1381798.786604130;101.874846683;101.743153513;102.816989774;101.779162495;101.717228817;92.650000000;0.008067562;-0.014999947;149700.312821619;133379.413050680;16320.899770939;0.109023819;111405.370230240;4.323333000;5.810000000;36.654381815;18.523300000;102.032189857;1.039415920;1.145373545;107.640932473;32383.294798655;11.180574325;0.496201162;5.547813974;0.153069992;1.133268666;0.914645068
1997Q4;1507867.486903250;846465.751468856;290033.309675366;326287.774665425;474808.021739272;438873.520659960;1.040686587;1.046126419;1.046803929;1.026921983;1.026798451;1.029159277;0.931304291;1569217.468925300;746274.218578459;658009.241757221;164934.008589620;1404283.460335680;102.192577710;102.037261179;103.193424933;102.228539635;102.174653989;92.650000000;0.012766675;-0.010086363;149942.359551502;133730.244782900;16212.114768602;0.108122313;111814.948700810;4.433333000;5.600000000;36.512639459;18.716700000;99.486500122;1.034683051;1.125255842;108.314302564;32701.530768531;11.275441014;0.494920293;5.580444572;0.152141517;1.077929679;0.890150698
1998Q1;1516949.268783350;851988.209450712;292983.846538194;333067.402898751;485148.036839977;455877.423025894;1.043788316;1.046665680;1.046353731;1.028430855;1.025337482;1.024210550;0.930124003;1583373.922318470;749953.941631126;660996.984036101;172422.996651240;1410950.925667230;102.454238555;102.485209778;101.499466717;102.352521817;102.484178567;92.750000000;-0.000871970;-0.020151055;150549.131713126;134496.048992680;16053.082720446;0.106630191;112516.858796340;4.203333000;5.116667000;30.443558223;14.076700000;96.824941917;1.037980952;1.124262737;108.612997943;32977.162794350;11.278764545;0.494383007;5.576029536;0.153252740;1.074481890;0.920159358
1998Q2;1523450.995126430;857816.906896044;294597.638488547;333767.613570743;491233.190720054;461093.300802785;1.050678909;1.050315183;1.051494416;1.030414600;1.018927323;1.012156753;0.934585018;1600657.829587860;758260.819852978;665533.656550095;176863.353184783;1423794.476403070;103.047647973;103.209167110;100.621118012;102.711564818;102.971229979;92.750000000;0.005045137;-0.016091311;151176.027212894;135170.784155050;16005.243057844;0.105871568;113152.202131310;4.056667000;4.990000000;28.816109429;13.280000000;92.106705632;1.038651832;1.113245546;109.236440062;33162.808550209;11.270564158;0.497725770;5.609650226;0.151487166;1.055887595;0.908779214
1998Q3;1531897.915361680;865414.444301470;295491.513893854;340066.098906337;493838.451346943;468013.630425777;1.052769534;1.053320354;1.054574149;1.031035430;1.011398536;1.000412665;0.936794461;1612735.454963280;767330.950625739;667742.530982684;177661.973354859;1435073.481608420;103.159788335;103.412780109;99.617290922;103.005339564;103.397039359;92.750000000;0.003270150;-0.016113515;151750.696114026;135948.962362860;15801.733751166;0.104129564;113846.442268300;3.936667000;4.560000000;26.720987020;12.426700000;84.255356263;1.039352229;1.091756958;110.321011014;33433.089318778;11.268183947;0.500902144;5.644257501;0.148421974;1.023844172;0.894719049
1998Q4;1535965.335082150;873749.974945081;296673.582303894;343422.051976964;489836.799406847;474805.086545336;1.057112695;1.054301725;1.061061920;1.032920099;1.003351070;0.984144353;0.938425002;1623688.455504540;775501.746536372;665886.526188457;182300.182779707;1441388.272724830;103.145770790;103.516848976;98.632285589;103.129540846;103.635659010;92.750000000;0.001878553;-0.013026728;152076.527351582;136491.108195350;15585.419156232;0.102484055;114404.978501030;3.623333000;4.146667000;24.535401618;11.093300000;80.703392497;1.046936110;1.068534991;111.728001358;33788.727935674;11.253226349;0.504895344;5.681701591;0.146164538;0.979259613;0.849649218
1999Q1;1549907.032576520;879230.190037970;299072.778175104;349269.558470826;494777.570166547;483155.409027150;1.057762568;1.054326091;1.066880955;1.034634574;1.000038927;0.978836273;0.941083095;1639433.642890530;781606.517786464;676984.788781746;180842.336322324;1458591.306568210;103.379396545;103.847154508;97.716293368;103.255322438;103.867862356;87.150000000;-0.005996662;-0.019334677;152406.672751469;137170.602510730;15236.070240739;0.099969837;115124.753422420;3.088634921;3.998584641;24.174704650;11.090000000;77.804662461;1.047324984;1.071048945;112.165653493;34041.595039947;11.299119521;0.504292516;5.698061418;0.147400000;1.000000000;0.891572096
1999Q2;1559874.256375110;885357.996327002;299399.413953192;354800.093557707;510014.085638319;493389.755693276;1.060807724;1.058395051;1.073876851;1.035236267;1.003340586;0.989043270;0.941494577;1654726.659271410;793238.131035580;675375.022718993;186113.505516837;1468613.153754570;104.094291355;104.263429974;101.436727524;103.736776634;104.019638055;87.150000000;0.009100763;-0.005242400;152882.127549540;137773.121897590;15109.005651950;0.098827809;115771.117336990;2.634876923;4.258207692;29.343721374;15.326700000;77.734711405;1.045975173;1.088259961;112.887331786;34223.972231549;11.322050592;0.508526971;5.757568095;0.144200000;1.038404831;0.946152290
1999Q3;1576538.323169110;894245.697349765;300518.347579489;360951.847471027;524400.114630258;506528.362027468;1.063685090;1.062720691;1.081185456;1.040060416;1.011357016;1.005346123;0.942924060;1676940.308524840;803083.040776820;683472.876028608;190384.391719409;1486555.916805430;104.383987291;104.236281574;104.598782860;104.207872566;104.216694154;87.150000000;0.003373656;-0.009220358;153415.447515439;138501.415869350;14914.031646089;0.097213363;116492.510025130;2.699393939;5.050689727;34.789222292;20.330000000;77.876375896;1.044666119;1.095517738;113.992878412;34573.144505279;11.382831816;0.509396460;5.798374231;0.139900000;1.047252162;0.953682805
1999Q4;1596914.385629350;902129.886793756;302256.102519538;364334.668587169;539636.862198179;519943.044233776;1.066415131;1.067646585;1.086571267;1.045335177;1.023080346;1.022693770;0.944716715;1702973.664275560;813035.566652825;695596.145182739;194341.952439997;1508631.711835560;104.767133529;104.457993507;106.725641508;104.709931411;104.553918723;87.150000000;0.005085872;-0.006863435;153761.454097982;139123.176810800;14638.277287182;0.095201215;117073.485007600;3.430630769;5.317531848;39.255754924;24.050000000;81.862633763;1.046865425;1.108108592;115.620536827;35007.103442525;11.478420938;0.509129089;5.843997997;0.132800000;1.061333345;0.963395420
2000Q1;1614593.102632130;909094.119701404;305047.607516084;371241.305747705;561641.361080808;536536.081842919;1.070733072;1.076111243;1.093150151;1.056587675;1.035895266;1.051406032;0.950624243;1728798.233351830;825370.992342601;709500.353669627;193926.887339604;1534871.346012230;105.453993248;104.756625906;111.318150449;105.329907585;104.801758140;84.620000000;0.001166751;-0.009062525;154520.972957061;140196.545034180;14324.427922881;0.092702160;118138.091092720;3.548615385;5.613682662;42.855987506;26.773300000;86.791243410;1.054964572;1.135279138;116.409578302;35284.224010138;11.516639745;0.511194425;5.887242030;0.131000000;1.100505553;1.013733753
2000Q2;1629545.110981990;916918.692558126;306026.044778708;373472.905365541;577397.277749026;553972.538146744;1.074769643;1.081279750;1.096703582;1.063281774;1.047298984;1.064919893;0.953619074;1751385.617912500;834847.413901899;719117.885176220;197420.318834380;1553965.299078120;106.136180453;105.240772372;114.084948868;105.727558664;104.985249110;84.620000000;-0.007050027;-0.015484038;155050.504299161;141016.911856350;14033.592442811;0.090509815;118892.503692720;4.284806452;5.426625615;42.147855138;26.540000000;84.350433518;1.059162386;1.157608333;117.977855491;35687.089822927;11.555671512;0.512319302;5.920193563;0.131000000;1.134090230;1.071583507
2000Q3;1638287.131262490;921169.918859219;308154.190730249;377217.069843285;592704.798695401;569665.388668079;1.080707968;1.089830234;1.103316119;1.068066049;1.056543853;1.081336202;0.961586906;1770509.956648490;846499.138711022;728856.315340258;195154.502597206;1575355.454051280;106.729589870;105.471533771;118.683731727;106.551287780;105.472409043;84.620000000;-0.006667798;-0.012439470;155511.094270378;141697.363628790;13813.730641588;0.088827943;119479.655845070;4.738815385;5.438421892;44.965545525;30.340000000;81.129033461;1.062904379;1.172105124;118.057994438;35843.761692813;11.561874472;0.516697667;5.973993567;0.133700000;1.148799385;1.104681299
2000Q4;1651875.255394200;922426.918067471;310024.109443563;377997.166477304;615246.715915370;589733.471295396;1.084114285;1.097734432;1.109076284;1.076619395;1.066993713;1.098454575;0.964999387;1790821.560769070;855610.826384192;738447.782622359;196762.951762524;1594058.609006550;107.407104559;106.000927570;120.986260117;107.285284115;106.067271574;84.620000000;-0.002318375;-0.007159141;155729.755150708;142281.373700680;13448.381450028;0.086357173;120010.874949490;5.028174603;5.276487462;44.008774162;29.576700000;79.877342014;1.065287708;1.188823577;118.728306672;36040.932945175;11.609919222;0.517963341;6.013512550;0.137100000;1.170319136;1.151673583
2001Q1;1666027.699447120;931575.060503699;311493.972494798;381596.010059034;614154.656730417;580507.529354169;1.093671268;1.101865973;1.117106725;1.078258113;1.065011005;1.086536348;0.974774136;1822086.626215050;864034.472346479;759966.239270953;198085.914597613;1624000.711617430;107.710818041;106.539370836;118.708827404;107.629750027;106.645394737;91.000000000;0.009668016;-0.003140891;155784.093179688;142664.952386370;13119.140793318;0.084213610;120431.570923790;4.744718750;4.988443200;40.707115936;25.816700000;80.598088690;1.065991616;1.159786513;118.838246093;36169.674832318;11.677904570;0.518619512;6.056389168;0.137100000;1.099600799;1.083170576
2001Q2;1667191.973039250;934563.715428324;312292.283616840;380506.496890019;608453.945884136;578450.109088903;1.100963926;1.111488578;1.126906484;1.083083939;1.067427942;1.088470748;0.980495685;1835518.220690470;872274.176618170;762400.358262629;200843.685809672;1634674.534880800;109.257420538;107.942038166;121.789321789;108.789143793;107.634093640;91.000000000;-0.011942543;-0.022759499;155922.518204848;142859.120339200;13063.397865648;0.083781342;120623.454014390;4.588548387;5.192936862;41.473316468;27.240000000;77.913239033;1.071933338;1.175403495;119.280589602;36258.771372042;11.670182268;0.523199602;6.105834717;0.137100000;1.125426212;1.146108500
2001Q3;1668840.307260430;937907.497802825;313672.884143670;378225.414395267;606449.967641333;572015.088122031;1.107386952;1.116482398;1.135908077;1.084538158;1.060880023;1.080597625;0.987333273;1848051.981698760;881086.275555057;766615.286650365;200350.419493341;1647701.562205420;109.327508265;108.218046899;119.681284899;109.179508658;108.246296926;91.000000000;0.005279157;-0.008385237;156216.193070920;143135.395237040;13080.797833880;0.083735223;120960.433442050;4.277923077;5.116738923;38.840554051;25.250000000;74.100556109;1.070400423;1.160681940;118.818113432;36189.146650954;11.659172803;0.527963204;6.155614229;0.142300000;1.102934569;1.123253772
2001Q4;1671736.767183920;937796.940381020;317589.716948005;377651.836566423;606391.108152905;567515.183371556;1.114947088;1.119880892;1.147964691;1.088899214;1.057840661;1.062245206;0.994112972;1863898.040679490;888966.425348192;772928.780356554;202002.834974740;1661895.205704750;109.705981987;108.960103164;115.854194115;109.544448691;108.983136612;91.000000000;0.017005843;-0.003716796;156580.220341957;143358.664437400;13221.555904557;0.084439502;121153.949983760;3.452222222;4.811949152;32.323720045;19.340000000;69.842316774;1.072874104;1.156697991;119.040043209;36138.034458928;11.661218900;0.531762203;6.200995446;0.140400000;1.093641776;1.116221714
2002Q1;1674834.036276310;938821.652351749;317144.919767562;375906.666773388;610959.119845932;568406.644710440;1.123168528;1.125801527;1.157542561;1.095744776;1.059740092;1.061832941;1.002162892;1881120.879630630;897532.793777347;780923.727559841;202664.358293443;1678456.521337190;110.472274464;109.751931496;116.305916306;110.426141202;109.907355938;81.890000000;0.019768996;-0.003570799;157177.372221782;143858.866902960;13318.505318822;0.084735513;121628.841909400;3.361467742;5.132725016;34.904392501;21.153300000;73.983183673;1.076865608;1.165095934;119.749621596;36233.338104275;11.642202336;0.535893572;6.238981393;0.143800000;1.104971696;1.140775359
2002Q2;1682715.848025050;940577.452353696;319787.077429004;372868.180886064;621192.670955337;576244.371004328;1.126952200;1.131314416;1.161684669;1.099760276;1.059137677;1.063526420;1.004021237;1896340.326365480;903472.488210568;786009.959289535;206857.878865381;1689482.447500100;111.565642996;110.702125493;119.085262564;111.051893205;110.349303299;81.890000000;0.018427080;-0.005343679;157573.055728340;144056.510239430;13516.545488910;0.085779548;121803.178158390;3.446063492;5.258599708;39.223412846;25.070000000;76.759466373;1.077375831;1.151205556;120.552142588;36400.921560814;11.680942744;0.536913282;6.271653303;0.146500000;1.075274763;1.088355460
2002Q3;1689565.779884690;945525.808754816;321030.774523610;374831.368646087;625908.569126402;578176.544599805;1.134981713;1.135582996;1.175145963;1.100361497;1.055613075;1.053565062;1.010985688;1917626.263833030;911801.075645559;796325.746663278;209499.441524196;1708126.822308840;111.631058208;110.792620160;118.978605935;111.517800680;110.864199398;81.890000000;0.020585605;-0.006307363;158037.279934093;144250.325295160;13786.954638933;0.087238623;121941.859362330;3.358863636;4.768222273;41.394379029;26.913300000;78.959247590;1.081512384;1.129200574;121.198899092;36551.448677689;11.712734626;0.539665923;6.320963740;0.141200000;1.026480960;1.016516859
2002Q4;1691160.891452000;950512.734585856;322847.014401255;376197.338739690;629880.050177323;586468.114101601;1.140690461;1.141883279;1.181128344;1.105909252;1.054566105;1.054173760;1.016246141;1929091.096320340;917553.510787474;801082.218989044;210455.366543820;1718635.729776520;112.233812656;111.417033359;119.292301901;112.035774519;111.399343712;81.890000000;0.018644188;-0.005206865;158280.010451419;144260.241242460;14019.769208959;0.088575741;121999.532917890;3.116203125;4.541247545;41.750170452;26.856700000;80.922009774;1.085258086;1.124052934;121.444779317;36662.389196395;11.722986714;0.542558378;6.360404661;0.144400000;1.013280771;1.000637907
2003Q1;1687967.852355370;950102.353226405;323312.789079646;376838.011294881;621096.220548429;592186.226412495;1.147124493;1.152777942;1.187572084;1.110105915;1.054118927;1.056227456;1.021869167;1936309.266571090;922747.894679787;802134.407850598;211426.964040707;1724882.302530380;113.023467707;111.810685158;124.625133321;113.019851624;112.012541775;83.150000000;0.011557546;-0.003536082;158645.645091477;144358.263389940;14287.381701537;0.090058455;122044.744921970;2.685365079;4.157870703;46.723679463;31.426700000;84.702147243;1.089256177;1.103266176;121.805993848;36825.707846346;11.692907719;0.546662007;6.392068407;0.146000000;0.963410384;0.931846520
2003Q2;1688905.260147590;951875.551849681;324706.651452242;377225.653788936;617944.568999436;589150.430194612;1.152597335;1.155322394;1.191858889;1.110921983;1.043177014;1.037051145;1.026520997;1946627.701989040;927440.475189539;806256.236884728;212930.989914769;1733696.712074270;113.794432698;112.937343755;121.036451471;113.237654884;112.554970563;83.150000000;0.011141093;-0.006143384;159012.454088278;144609.215731870;14403.238356408;0.090579310;122170.633182650;2.359145161;3.960555292;41.625732593;26.126700000;83.710105086;1.092232054;1.082200481;122.986838436;36987.211583826;11.679098400;0.549137064;6.413425801;0.144300000;0.929600091;0.879321618
2003Q3;1697505.361056020;956274.820039074;327411.025898234;381180.585871189;628950.953548894;593512.862610553;1.162496403;1.161197060;1.212303081;1.113774466;1.041839806;1.033079117;1.035830711;1973343.875738570;940429.387545279;817898.797517226;215015.690676069;1758328.185062510;113.943953181;113.050462088;121.638747726;113.822710374;113.138153519;83.150000000;0.014295285;-0.007049396;159239.813145778;144820.620369420;14419.192776358;0.090550174;122349.058376440;2.139106061;4.164237788;44.043459815;28.443300000;84.865973171;1.095403056;1.086105129;124.583047539;37232.050931215;11.721434121;0.554006726;6.493753342;0.145100000;0.936562579;0.889078080
