;YERR;PCR;GCR;ITR;XTR;MTR;YED;PCD;GCD;ITD;XTD;MTD;YFD;YIN;WIN;GON;TIN;YFN;HICP;HEX;HEG;HICPSA;HEXSA;HEGWEI;CAN_YEN;NFN_YEN;LFN;LNN;UNN;URX;LEN;STN;LTN;COMPR;POILU;PCOMU;YWD;YWDX;YWR;YWRX;LPROD;ULC;WRN;SAX;EEN;EXR
1980Q3;1042472.718626380;601205.361898702;200199.000020661;241783.004599768;187537.714942528;184773.910587995;0.442037218;0.444682231;0.440098901;0.495391438;0.582149893;0.678186341;0.400650472;460811.740111132;255456.403744148;162210.783384388;43144.552982597;417667.187128536;48.839467060;NA;NA;NA;NA;NA;-0.014950309;0.020066337;132494.894771188;125843.823163206;6651.071607982;0.050198701;102391.601678477;12.239029243;12.247140000;54.362315591;34.800000000;106.139247118;0.569087497;0.657264534;68.482752057;22187.820331760;8.283860840;0.245048527;2.029947894;0.248284947;1.270661840;0.702625956
1980Q4;1042962.398193680;600874.844384829;200971.093501425;239652.895691517;189000.540762547;181484.207553572;0.451479942;0.457249357;0.454010772;0.506827564;0.596884249;0.702286201;0.409157265;470876.602801564;262291.666645099;164443.975386822;44140.960769644;426735.642031921;50.038743370;NA;NA;NA;NA;NA;-0.010666791;0.020429272;132690.180389959;125825.410097802;6864.770292157;0.051735330;102264.439646296;12.663299259;12.836650000;58.483013466;39.633300000;104.829618259;0.584067633;0.686659873;68.670917363;22097.684913836;8.288964823;0.251487175;2.084568343;0.250538354;1.354786491;0.745127976
1981Q1;1043968.729411460;600447.529634096;205904.287648102;237281.480752225;192503.845489171;181494.692723306;0.461849391;0.469346877;0.466404054;0.521778733;0.619738276;0.745468651;0.419358850;482156.322392017;267889.539942365;169907.986161528;44358.796288125;437797.526103893;51.673186530;NA;NA;NA;NA;NA;-0.019351805;0.013825407;132913.052703819;125764.678282437;7148.374421381;0.053782336;102179.221237107;13.432882044;13.362010000;56.819546719;39.116700000;99.472056803;0.596226267;0.727202869;69.060957499;22137.959060469;8.300969268;0.256606862;2.130085677;0.252366088;1.448571608;0.811117294
1981Q2;1047095.991074960;599751.158197189;204126.157268761;236960.455914102;200788.285169995;181554.130928413;0.475769924;0.483947745;0.480753800;0.538019189;0.643859506;0.782880889;0.432175086;498176.779666784;277688.175443731;174840.624479727;45647.979743326;452528.799923458;53.054637352;NA;NA;NA;NA;NA;-0.011736437;0.014069289;133249.458232791;125496.942725810;7752.515506981;0.058180465;101974.382686377;15.507875288;14.522170000;51.949835544;35.210000000;93.102513332;0.604136518;0.764833652;69.068414040;22073.946353903;8.343597607;0.265198394;2.212708688;0.254021426;1.511500653;0.896791589
1981Q3;1049984.913398310;601760.229284494;205570.901720849;235294.057523375;208882.584503578;182197.540336104;0.489417204;0.497987772;0.495609737;0.551051123;0.661628275;0.812409732;0.444179979;513880.680103336;286695.832114506;179686.444557916;47498.403430914;466382.276672422;54.397898144;NA;NA;NA;NA;NA;-0.008635312;0.010467237;133520.741965460;125295.399608898;8225.342356562;0.061603480;101784.962502136;16.133415178;15.224630000;51.129780115;35.590000000;88.042594179;0.613239484;0.791524106;69.832496484;22134.490022465;8.380075539;0.273047573;2.288159286;0.252169141;1.523666053;0.968121442
1981Q4;1052448.646473760;604824.182945036;206185.488563831;229997.475131744;206425.774069044;181975.591923128;0.502965151;0.513816971;0.507753160;0.564232318;0.674016784;0.818849567;0.457092671;529344.991876337;295028.987903063;186037.574557286;48278.429415988;481066.562460349;55.831963833;NA;NA;NA;NA;NA;-0.008147895;0.010509499;133893.760615494;125121.928680860;8771.831934634;0.065513373;101634.553172151;15.426309167;15.103940000;51.470716139;36.786700000;85.185226252;0.625434214;0.797229048;69.566441348;22118.297139503;8.411384460;0.280326255;2.357931907;0.249421019;1.493801662;0.918060968
1982Q1;1056798.245313350;607360.527048334;209596.660652010;230118.567129324;206883.381863586;186321.834634062;0.514949260;0.523746025;0.516957423;0.577580278;0.695731169;0.828079895;0.469041753;544197.474235528;301481.330953658;194201.170079641;48514.973202229;495682.501033299;57.213860434;NA;NA;NA;NA;NA;-0.012930459;0.006095995;134118.031668798;125035.052213541;9082.979455256;0.067723775;101684.649830827;14.331319171;14.784430000;47.421704976;32.256700000;84.530416364;0.635221599;0.825155332;69.395335231;22204.234466610;8.452015868;0.285278039;2.411174512;0.247745949;1.531585859;0.964949871
1982Q2;1058219.657936350;605553.887776561;209483.696098727;229928.027860899;204558.309766125;185075.429077140;0.529331989;0.537815634;0.526970874;0.590625223;0.707795888;0.837470133;0.480868475;560149.516266520;308431.175356445;200433.297428733;51285.043481342;508864.472785178;58.542324576;NA;NA;NA;NA;NA;-0.003735764;0.014490823;134104.957779122;124864.286602606;9240.671176517;0.068906261;101519.066110401;14.400041219;14.515960000;48.188375823;34.300000000;80.244364474;0.640891096;0.839890677;69.931924464;22319.936194400;8.474958587;0.291462338;2.470131242;0.246998133;1.541018019;0.998148180
1982Q3;1052575.344576760;602234.007461731;210241.385978870;227689.248430322;201870.425646123;183191.434703656;0.540795492;0.551015250;0.539370625;0.601867787;0.723376987;0.868691066;0.491109219;569228.001048416;314634.283412926;202295.172079229;52298.545556261;516929.455492155;59.670916995;NA;NA;NA;NA;NA;-0.010661980;0.012366301;134188.256959987;124528.651629983;9659.605330005;0.071985474;101171.500029168;13.349537282;14.268040000;46.562221765;33.600000000;75.958314854;0.650272568;0.863838382;69.627353258;22253.479032482;8.452475240;0.298918538;2.526601543;0.243844860;1.572933930;1.051921541
1982Q4;1053026.911416580;606373.721251350;210830.783952394;225974.857305571;205989.337430222;181882.496148370;0.552412314;0.563955324;0.554494096;0.612203096;0.736376978;0.880448963;0.501320762;581705.032797855;321217.644197094;206686.609280083;53800.779320677;527904.253477177;60.816451999;NA;NA;NA;NA;NA;-0.007140120;0.007390353;134448.897728128;124341.145691844;10107.752036284;0.075179137;100921.128281804;12.606617089;13.676350000;46.008181497;33.516700000;73.993878378;0.658266984;0.874101028;69.901820387;22177.638886634;8.468853215;0.305042199;2.583357604;0.237113402;1.558704732;1.071130295
1983Q1;1060038.115804410;609828.237331746;213284.684583709;227805.653582567;207604.483701709;182023.529648516;0.564143515;0.573817239;0.561772593;0.620981204;0.744132234;0.878048664;0.511742176;598013.628775354;326316.596654344;216149.615252712;55547.416868298;542466.211907056;62.052717936;NA;NA;NA;NA;NA;0.002247980;0.011178092;134550.766205010;124064.884661166;10485.881543845;0.077932529;100635.232390422;11.886461701;12.996580000;43.403630534;29.383300000;77.922753601;0.665205345;0.879016699;70.545940020;22344.682560435;8.544223603;0.307834777;2.630209165;0.235872077;1.529519972;1.054918819
1983Q2;1066974.312287920;609809.812807553;213575.777449476;227965.666117847;210039.730817465;183906.245356988;0.574713067;0.585723900;0.573715918;0.632566646;0.757714386;0.891976439;0.521831385;613204.079555693;333800.261259748;222980.421643498;56423.396652447;556780.682903246;63.122769433;NA;NA;NA;NA;NA;0.001742236;0.009716599;134567.318155379;123946.141495727;10621.176659653;0.078928352;100408.351585091;11.847544911;12.938080000;45.218597535;29.840000000;84.351826895;0.666816974;0.901619982;71.346999835;22496.139589047;8.608370534;0.312847514;2.693107323;0.237047006;1.587352734;1.097448810
1983Q3;1069746.282011300;608726.732097359;214266.045556116;228626.335729184;212670.327976097;184207.014267887;0.587531075;0.599251497;0.588063993;0.646609058;0.777329098;0.925250991;0.533320873;628509.183349727;342789.583012353;227728.437798598;57991.162538776;570518.020810951;64.178974808;NA;NA;NA;NA;NA;0.000708918;0.008859775;134667.735331954;123822.912129529;10844.823202426;0.080530226;100235.781230424;12.218649981;13.130570000;47.516223662;30.766700000;91.197602138;0.675522372;0.934383307;72.262744874;22634.169264688;8.639324206;0.320440079;2.768385730;0.233973411;1.646089349;1.161869012
1983Q4;1081445.423986950;613890.939493314;215630.446245635;226734.148655120;216623.687216452;186535.595300950;0.599206889;0.613294560;0.596659959;0.658387799;0.798768011;0.953158636;0.544464664;648009.547910464;348770.543734394;240038.275753271;59200.728422799;588808.819487665;65.286122879;NA;NA;NA;NA;NA;-0.001788650;0.005566090;134898.587550957;123797.623321410;11100.964229546;0.082291182;100298.800200288;12.169143466;13.086650000;46.409959426;29.140000000;93.281098260;0.681857151;0.960881073;73.122081313;22869.622469291;8.735591161;0.322504064;2.817263647;0.226578398;1.664588709;1.185024773
1984Q1;1090736.683904140;619377.774419066;216232.998330423;228246.019560051;228145.218239551;191381.248424878;0.609771499;0.623292771;0.605416483;0.664758354;0.814521409;0.976514397;0.554145857;665100.142307560;356234.888424941;248192.326187585;60672.927695034;604427.214612526;66.456913338;NA;NA;NA;NA;NA;-0.001085224;0.000504582;135066.184585293;123617.385193486;11448.799391807;0.084764365;100158.206338137;11.431690392;12.607680000;47.259626098;29.756700000;94.590724848;0.686003061;0.976359697;73.959935462;23056.456168466;8.823489368;0.326600264;2.881753953;0.225104721;1.673548433;1.202405467
1984Q2;1085582.443840020;617332.316499629;217509.274597515;222862.752182221;224448.535043470;191437.766191822;0.618760248;0.632932666;0.614062220;0.674200681;0.820854723;0.979693766;0.561759418;671715.261732639;357212.944061790;252623.217987991;61879.099682858;609836.162049781;67.339986709;NA;NA;NA;NA;NA;-0.004385956;0.000542838;135128.350201752;123505.915285104;11622.434916648;0.086010337;100171.423986514;10.857933396;12.505910000;47.114744140;29.580000000;94.709782223;0.698152690;0.985559480;74.329139349;23081.112561979;8.789720244;0.329051880;2.892273971;0.220242183;1.663069459;1.212450102
1984Q3;1096774.757611290;618526.779949182;218468.826963619;225871.792724648;231650.787747743;194836.060963963;0.628698955;0.643030117;0.626004509;0.684541604;0.837083762;1.005015784;0.570966481;689541.144235186;364801.808608947;261419.815623137;63319.520003103;626221.624232084;68.024185862;NA;NA;NA;NA;NA;-0.004458523;-0.001699872;135414.706487932;123667.725015250;11746.981472682;0.086748196;100337.613454580;10.413572546;12.209150000;43.724850170;28.083300000;84.947111501;0.701338972;1.009934444;74.968573836;23263.369007355;8.868722680;0.332613243;2.949854609;0.221147357;1.702130581;1.301022533
1984Q4;1102387.592908550;619580.938743073;220392.139855467;227773.457325364;235071.582006980;196216.666017950;0.634960389;0.652517438;0.632500665;0.694983080;0.849553338;1.016717678;0.576089215;699972.454655700;371337.799641631;263735.803923405;64898.851090663;635073.603565037;68.891573024;NA;NA;NA;NA;NA;-0.006410281;-0.006708713;135542.706839103;123641.251836009;11901.455003094;0.087805942;100421.013913216;10.128110652;11.418300000;42.491439111;27.553300000;81.375406134;0.708145950;1.032240848;75.659746607;23326.301992229;8.916017725;0.336848675;3.003348754;0.219736954;1.729392182;1.366000439
1985Q1;1104864.752143130;625000.158275660;221640.469637500;225157.764374851;238821.775764413;200674.554701287;0.645565635;0.663439256;0.644581700;0.703244446;0.872392531;1.053243379;0.585527811;713262.715218368;378903.942538814;268025.097013506;66333.675666047;646929.039552320;70.044637288;NA;NA;NA;NA;NA;-0.008817134;-0.004593147;135634.241960639;123673.923918441;11960.318042198;0.088180668;100619.613218158;9.863428615;10.947420000;42.053350560;27.776700000;78.339453279;0.714770958;1.061190531;76.637943825;23549.972381455;8.933692060;0.342941470;3.063733490;0.213911477;1.748561730;1.460977636
1985Q2;1115407.251788580;629176.884188217;223008.502859273;228787.794138992;237574.481011253;200002.300144013;0.654173662;0.671600664;0.651756705;0.712186738;0.876214721;1.046406187;0.594134120;729670.046555201;384882.459853942;277819.046089309;66968.540611951;662701.505943251;70.988745342;NA;NA;NA;NA;NA;-0.005943105;-0.004411746;135823.665237999;123823.605824627;12000.059413372;0.088350284;100775.039875951;9.961589378;10.844090000;41.245327559;27.030000000;77.744168673;0.722281152;1.055903475;77.489002583;23766.560191797;9.008034004;0.345060030;3.108312484;0.212370399;1.742768170;1.377375968
1985Q3;1124849.364655130;635043.045486424;224576.838710371;233537.094836223;240352.702294710;204598.082984582;0.664442382;0.679347104;0.659724179;0.719527273;0.877403954;1.024477802;0.604104994;747397.591590027;393398.583235710;286128.535927468;67870.472426850;679527.119163177;71.344591591;NA;NA;NA;NA;NA;-0.003266176;-0.004979076;136113.999560869;124044.390031108;12069.609529761;0.088672801;101054.747490238;9.346804458;10.668960000;40.591945162;27.290000000;73.636706252;0.727943374;1.043214633;77.982722635;23961.500264535;9.068119601;0.349734458;3.171433897;0.212221322;1.708608558;1.274324952
1985Q4;1131555.568242540;639721.003633541;226609.542147212;236317.006232617;240692.981638323;205194.777691018;0.674074517;0.687607366;0.667450146;0.730101404;0.873327758;1.006700611;0.613436523;762752.772884556;400323.013369558;293814.499900353;68615.259614644;694137.513269912;71.937367155;NA;NA;NA;NA;NA;-0.003818974;-0.008583498;136509.642688884;124381.560275424;12128.082413460;0.088844144;101410.968987590;8.627972034;10.290370000;42.282929867;28.346700000;77.029826691;0.734830818;1.026717447;78.742495215;24125.185708228;9.097454363;0.353781135;3.218507731;0.209105210;1.651098324;1.172454975
1986Q1;1127695.303153800;641922.126864036;227349.393815340;234022.667756566;236961.499889472;205949.685868931;0.686481227;0.693408781;0.675702181;0.733719743;0.860956291;0.961249058;0.623337889;774141.655131765;406980.771081777;295954.438581863;71206.445468125;702935.209663640;72.506838294;NA;NA;NA;NA;NA;-0.002706766;-0.010514837;136901.325166852;124725.740080849;12175.585086004;0.088936941;101794.104798358;8.748620189;9.766345000;32.769578169;17.783300000;81.970690740;0.736870106;0.996924389;79.383016227;24252.132926244;9.041399974;0.360896042;3.263005462;0.212472342;1.568518476;1.083558347
1986Q2;1148371.933730760;653520.146625385;229323.423042096;240218.461630787;241153.718110496;213712.026669555;0.695856889;0.697510843;0.681185445;0.740920983;0.850082304;0.913055766;0.631681976;799102.521161045;414156.966472440;311248.885751292;73696.668937313;725405.852223733;72.792274516;NA;NA;NA;NA;NA;-0.001501343;-0.013852086;137264.380265833;125010.981062625;12253.399203209;0.089268601;102151.292688333;8.028393695;8.598180000;26.615312606;12.810000000;79.708609690;0.741611773;0.988055811;79.963343485;24612.077641915;9.186168479;0.360647064;3.312964693;0.205407976;1.564992420;1.042994046
1986Q3;1154205.846485250;658316.254818934;230746.008655773;243659.560152139;242322.639642082;219165.807786446;0.703428986;0.702255559;0.688302001;0.743879789;0.842907132;0.877805272;0.638065588;811901.848520336;420800.707620409;315658.324423826;75442.816476101;736459.032044235;72.992821902;NA;NA;NA;NA;NA;0.005366545;-0.009254163;137714.193892775;125419.423449010;12294.770443766;0.089277438;102463.982607545;7.753341258;8.403705000;25.830806340;12.416700000;77.506053922;0.747077544;0.969371545;80.486160590;24776.175934120;9.202767919;0.364580295;3.355147840;0.205786540;1.510380330;0.987498995
1986Q4;1157064.111286610;663324.765486672;232362.205344528;245820.690850488;240675.033041048;219714.468464389;0.709445315;0.708752978;0.694336577;0.751163510;0.845110051;0.872231930;0.644348318;820873.712973479;426541.142819264;319011.170917366;75321.399236848;745552.313736631;73.247166567;NA;NA;NA;NA;NA;-0.001178260;-0.015498264;138269.089329738;125881.567523930;12387.521805809;0.089589957;102933.015223219;7.874773578;8.472985000;28.408033557;14.723300000;76.136899782;0.751375714;0.958644347;81.302267686;24911.004169688;9.191688140;0.368640889;3.388432089;0.201315631;1.457052452;0.963245198
1987Q1;1151511.052057870;664496.153574644;234586.620508332;241775.976405902;239505.478772710;224815.548536866;0.715101355;0.714065874;0.698893629;0.757876699;0.845495555;0.877366816;0.648179161;823447.113910859;431568.148243457;314817.318853399;77061.646814004;746385.467096856;73.920743996;NA;NA;NA;NA;NA;-0.000079705;-0.006461554;138619.024017468;126160.478970955;12458.545046513;0.089876156;103184.137272201;8.105352975;8.471259000;31.838081919;17.906700000;75.482087623;0.758970343;0.946014812;81.641641284;25006.335066559;9.127351620;0.374784200;3.420787173;0.201962890;1.417187654;0.889241197
1987Q2;1170911.143631030;675986.812299679;236740.803402993;249821.973565032;243075.697918806;230305.710782596;0.721787749;0.720848029;0.712036897;0.764641104;0.849406660;0.883246651;0.655105018;845149.319014677;440596.993588129;326472.772131172;78079.553295376;767069.765719301;74.418848584;NA;NA;NA;NA;NA;-0.004496025;-0.008108841;139044.120922782;126503.524286563;12540.596636219;0.090191491;103515.096159827;8.425826860;8.688994000;33.547942657;18.683300000;80.720593975;0.764519909;0.953791344;82.303126759;25351.777845006;9.255956703;0.376285593;3.482883153;0.197643506;1.440450342;0.869730623
1987Q3;1183485.651166390;681802.841971668;238250.703104335;255614.367445481;255198.896332103;239617.431426983;0.726859271;0.726376889;0.718965841;0.769507052;0.851166027;0.891938675;0.658843418;860227.518100501;447619.275540387;332112.456420147;80495.786139967;779731.731960534;74.798983768;NA;NA;NA;NA;NA;-0.000618917;-0.004678979;139383.384833361;126859.079187932;12524.305645429;0.089855083;103964.742063689;8.490236505;9.472173000;34.467651762;19.096700000;83.577957361;0.772201780;0.960605273;83.663136664;25662.851017015;9.329136383;0.378221126;3.528476467;0.193997023;1.447358522;0.886173427
1987Q4;1198571.399669770;690384.148776963;240350.661558635;259470.922648554;255217.370333239;244484.214118858;0.735525816;0.731806536;0.726189564;0.779861306;0.859160355;0.887581824;0.665340504;881580.206218812;455442.912411069;342015.187019480;84122.106788263;797458.099430550;75.184294381;75.635788052;75.425412750;NA;NA;NA;-0.004588468;-0.007166681;139627.902689403;127199.389498783;12428.513190620;0.089011673;104285.605220049;8.426012135;9.613429000;34.727756684;18.056700000;92.626286101;0.776513811;0.954861270;84.812865003;26059.576135300;9.422776354;0.379988136;3.580543226;0.189651487;1.418869569;0.823642283
1988Q1;1205189.925850240;690748.925482810;241951.006971642;263656.589801911;250011.177457584;242361.870710545;0.742583758;0.737086722;0.732398769;0.785952069;0.860028737;0.888677247;0.673156726;894954.464490330;463632.763677757;347648.941342526;83672.759470047;811281.705020283;75.710368076;76.282812822;74.168452106;NA;NA;NA;-0.005925267;-0.005517779;140139.439281972;127755.642706787;12383.796575185;0.088367676;104716.019034441;7.453599159;8.986161000;33.038951931;15.826700000;99.650641730;0.784529913;0.960653914;85.817744065;26340.988612899;9.433555343;0.384696846;3.629058990;0.193945814;1.427175889;0.810682648
1988Q2;1216268.891607810;694569.845997681;242823.779454365;268638.093400816;263260.419332577;251048.229060504;0.750801862;0.745321489;0.739751512;0.795186524;0.870467660;0.896659501;0.679423370;913176.948629266;471452.941149084;354908.568207039;86815.439273143;826361.509356123;76.257579272;76.848268706;74.710253741;NA;NA;NA;-0.001089008;-0.005529441;140558.243658856;128224.305120717;12333.938538139;0.087749663;105219.677400983;7.259836433;8.882939000;35.531334461;16.210000000;115.306628692;0.792232481;0.979573091;86.532229468;26496.968687235;9.485478517;0.387622297;3.676782968;0.192595944;1.460533068;0.822185654
1988Q3;1231333.642208200;704575.172876450;243869.976575887;273161.364789783;267463.983151120;259901.008241432;0.757514035;0.752607695;0.749879443;0.804954803;0.884843478;0.918930466;0.685049644;932752.516095058;479256.904458248;364267.768821097;89227.842815712;843524.673279345;76.841218374;77.129051203;74.741661580;NA;NA;NA;-0.006805164;-0.004481725;140773.999647432;128547.759952305;12226.239695127;0.086850127;105626.738986946;7.974392507;9.034120000;32.846821108;14.430000000;112.806432892;0.802741840;1.011326552;87.612079595;26895.905866422;9.578802794;0.389217746;3.728240030;0.187176504;1.512962270;0.897975375
1988Q4;1242721.569269050;709843.692796236;245984.641245027;278120.269460117;274366.904267488;264834.013427799;0.767419030;0.760571907;0.758271545;0.812866235;0.897477064;0.920786269;0.694663263;953688.181293408;487294.052753325;375978.968085087;90415.160454996;863273.020838412;77.434695589;77.744091302;74.457753480;NA;NA;NA;-0.004495005;-0.006993181;140914.227073772;128883.313721836;12030.913351937;0.085377563;105988.389906891;8.475422507;8.980695000;31.552286486;13.433300000;113.580302426;0.813003793;1.017963382;88.441964374;27110.346709512;9.642222359;0.392118448;3.780893264;0.189526047;1.496164009;0.854518048
1989Q1;1257318.930796740;716685.700049180;245326.300655334;285300.047106059;278385.609685911;271271.283548902;0.776739668;0.769383693;0.773692701;0.822181607;0.908267490;0.943516994;0.702129447;976609.489415615;498666.804812091;384133.840689282;93808.843914241;882800.645501373;78.428217099;78.634069961;77.154104335;NA;NA;NA;-0.014154171;-0.010979446;141385.691892943;129453.838066917;11931.853826026;0.084392230;106663.168686384;9.515946624;9.404246000;36.818695076;17.460000000;112.746903069;0.821873043;1.038789922;89.388812299;27484.922680196;9.712488634;0.396611228;3.852082041;0.186409105;1.520800214;0.887914719
1989Q2;1269271.741076040;721161.912233421;247201.521895151;288129.088374924;289639.528309406;279460.092523688;0.783458586;0.781083245;0.776333330;0.832298276;0.921752533;0.967294638;0.708252672;994421.843183506;506460.127387483;392504.974305022;95456.741491001;898965.101692505;79.332323023;79.500563415;79.285442315;NA;NA;NA;-0.005287378;-0.001924338;141776.553470152;129979.680663949;11796.872806204;0.083207502;107232.234549770;9.691345081;9.627159000;37.336542961;18.633300000;105.901130096;0.830185389;1.053856170;89.743233968;27630.138788522;9.765155096;0.399016311;3.896456160;0.183021692;1.520677441;0.930812455
1989Q3;1276861.724029900;729518.961156230;248332.429003693;290152.740589738;285154.972593318;278478.047342372;0.791368105;0.788350459;0.788059816;0.837799989;0.925236885;0.962658792;0.713638890;1010467.643436310;517205.985832751;394012.198108868;99249.459494691;911218.183941619;79.886615702;79.859518178;78.828463639;NA;NA;NA;-0.005706173;-0.001506690;142319.174159871;130674.809621876;11644.364537995;0.081818663;107998.117791967;10.102045947;9.604781000;34.900409212;17.536700000;97.983847558;0.841202495;1.056056193;90.324810949;27822.252623038;9.771292017;0.405060294;3.957962421;0.180481500;1.502517394;0.927234120
1989Q4;1290167.245496060;737081.806420300;248374.028243760;296977.244809051;289984.350766718;287064.573991335;0.802163493;0.797034304;0.799274694;0.848120923;0.925053633;0.956474045;0.724242275;1034925.063983410;528866.228325864;405527.432215864;100531.403441683;934393.660541728;80.614793010;80.567939602;81.178392736;NA;NA;NA;-0.004097858;0.002007644;143113.334114397;131553.251679395;11560.082435002;0.080775719;108788.891352163;11.071902127;10.086690000;36.409118426;19.363300000;93.876382866;0.851448348;1.037100777;90.987701553;28133.298522235;9.807186284;0.409920675;4.020168423;0.183294752;1.441916333;0.886625207
1990Q1;1307658.300263020;743107.603046790;252277.364382575;305778.444323803;299463.465849527;295499.679838599;0.813575284;0.804640711;0.812368070;0.860138187;0.921301169;0.950921123;0.734881903;1063878.473580790;544520.696121157;416453.724303390;102904.053156239;960974.420424547;81.625012227;81.609079356;82.522882152;NA;NA;NA;-0.012978952;-0.008184376;143799.264707631;132377.390368890;11421.874338742;0.079429296;109636.799220029;11.225662452;10.808540000;36.376913408;19.850000000;90.245145405;0.859481459;1.008898454;91.742754523;28467.312685485;9.878260152;0.416409008;4.113396514;0.191374534;1.382389250;0.829506332
1990Q2;1313629.689342970;747876.285936970;254220.817619692;304033.408766058;299533.408993006;299215.337248074;0.825185886;0.813892264;0.827903986;0.872126657;0.924145034;0.939860371;0.744992167;1083988.679237160;557986.857745077;420656.971227922;105344.850264162;978643.828972999;82.326140970;82.453260872;81.928250842;NA;NA;NA;-0.005805363;-0.001738600;144301.480357498;132957.283927958;11344.196429541;0.078614553;110278.698065052;10.618018136;10.792190000;32.422184380;15.960000000;93.876382866;0.873843991;1.011527402;92.535120814;28644.832199623;9.880088180;0.424767240;4.196737789;0.190812929;1.367977966;0.817833807
1990Q3;1325812.954257410;750375.680677023;255558.165190478;305083.568299411;310372.542619081;304044.144830040;0.832823893;0.823954496;0.841898683;0.879785641;0.923833351;0.943217104;0.751081258;1104168.706290790;567990.090100636;427803.171211295;108375.444978855;995793.261311931;83.085904530;82.853040719;85.597232335;NA;NA;NA;-0.004334059;-0.004291374;144781.104958256;133484.559025355;11296.545932901;0.078025002;110773.177682061;10.536336844;10.886590000;44.346431672;26.496700000;96.019406540;0.887259407;1.011435541;92.454867306;28673.038092340;9.932331979;0.428408916;4.255099573;0.193960327;1.367770819;0.771308954
1990Q4;1333315.282688760;756991.234113697;257109.543710528;307382.529729265;321052.575789342;313731.151742049;0.842634351;0.835964950;0.853961439;0.888188487;0.934236783;0.959772961;0.758007029;1123497.257730660;581161.369838790;429500.986697141;112834.901194730;1010662.356535930;84.158198004;83.635083159;89.876722690;NA;NA;NA;-0.007975955;-0.006933183;145414.969098112;134087.586919869;11327.382178243;0.077896947;111463.239520129;11.046291096;10.977710000;49.125166707;32.536700000;91.138072315;0.893003355;1.013498740;92.160823924;28727.288371869;9.943614568;0.435876928;4.334192174;0.190021895;1.347869513;0.731768528
1991Q1;1342529.295076230;765307.090499691;258579.752012110;307387.371978019;317650.318664680;316023.724581349;0.854045031;0.843249610;0.859634220;0.896187807;0.934237906;0.952469525;0.769790181;1146580.472867980;589967.471792103;443498.397733741;113114.603342134;1033465.869525840;85.019992165;84.708768667;88.741820055;NA;NA;NA;-0.010801393;-0.007101698;145990.987323904;134633.417668190;11357.569655714;0.077796375;112061.925835273;11.096522687;10.552870000;36.718706089;20.750000000;86.435325287;0.907189714;1.022397383;92.093120729;28968.857142983;9.971738951;0.439444766;4.382028489;0.192195630;1.355558461;0.745554070
1991Q2;1346517.120577630;771871.991614035;262523.683192704;308070.526968702;315804.909388782;317473.333514326;0.866244776;0.854806715;0.878952314;0.910284413;0.936513207;0.953763147;0.780122397;1166413.420830520;604982.120069780;445466.042989938;115965.257770806;1050448.163059720;85.857354021;85.742543502;87.690772873;NA;NA;NA;-0.012175380;-0.006140730;145962.776815210;134516.527902480;11446.248912730;0.078418958;111892.776905134;10.461557802;10.051860000;33.899833367;18.790000000;82.149275668;0.917598060;1.058373612;92.037014545;29030.458498845;10.010049632;0.449294042;4.497455662;0.191124074;1.430289726;0.842030595
1991Q3;1346145.120280650;769321.068769847;266214.253876068;307578.222255653;322565.748775878;322471.523738129;0.877310291;0.868784786;0.879774854;0.921365516;0.940262669;0.962988936;0.788393007;1180986.967610090;611905.409370103;449385.989570552;119695.568669431;1061291.398940650;86.955721494;86.579198439;91.220701480;NA;NA;NA;-0.011961770;-0.005831324;145671.286547375;134025.376409864;11645.910137512;0.079946504;111430.697736807;10.505995789;10.142790000;34.745711751;19.876700000;80.303894297;0.926552883;1.066919187;92.155993336;29050.313487251;10.043957020;0.454561251;4.565593664;0.185611248;1.433083156;0.849770515
1991Q4;1358946.976245480;780173.619404663;269293.638354525;311715.165838681;328191.302865841;321767.357915815;0.890398725;0.880857195;0.891844989;0.926162886;0.942021089;0.955920218;0.798639333;1210004.654561400;621821.873443484;463486.633690675;124696.147427238;1085308.507134160;87.655373971;87.346553246;91.656391438;NA;NA;NA;-0.008271521;-0.009576645;145680.422524693;133839.854121168;11840.568403525;0.081277691;111314.759218149;10.732214711;9.894176000;35.258332039;20.510000000;79.470494940;0.935083316;1.057714056;92.403677136;29176.735304746;10.153530017;0.457576259;4.646014280;0.177429003;1.395707667;0.797139024
1992Q1;1379461.007561390;784899.424887410;270916.635712789;317320.354556557;332928.476577834;331496.281308463;0.897013553;0.888787482;0.900948413;0.930246428;0.939752375;0.949638512;0.806417763;1237395.219985680;634200.287880997;478221.571845413;124973.360259267;1112421.859726410;88.587865886;88.456590024;90.223099513;NA;NA;NA;-0.012801024;-0.011240238;145695.707893777;133711.168140570;11984.539753207;0.082257329;111097.028839240;10.849247498;9.579858000;32.983044834;18.206700000;80.422951672;0.941214359;1.055482654;92.899307282;29534.692617404;10.316722430;0.459744991;4.743061456;0.182761251;1.389127102;0.792007490
